photoID,attribution
12086b,AVS of Queensland
12083b,Hortense Pittman
12081b,Helen Williams
12076c,Cheryl Stevens
12076b,Violet Gallery
12067b,Lyndon Lyon
12066c,June Fallaw
12066b,Tatiana Omelchenko
12060b,Gary/Rhona Thurman
1205b,Gary/Rhona Thurman
12055b,Lyndon Lyon
12053b,Irene Fredette
1204b,Michiya Akuzawa
12049c,Marian Moss
12049b,Jeremy Clark
12045b,Becker
12043c,Sady Garcia
12043b,Pat Addison
12038b,AVSA
12028b,AVSA
12024b,Iris Keating
12023b,AVSA
12021b,Northern CA Council
1201b,Northern CA Council
12018c,Winston J Goretsky
12018b,Edward Bradford
12015b,June Fallaw
12013c,Iris Keating
12013b,Anneli Hvass
12012b,Tammy Young
1200b,Rachel^s Reflections
12004b,Iris Keating
12003b,Hortense Pittman
12000b,Barb Pershing
11b,Doug Hamilton
11999b,Hortense Pittman
11998c,Daemon Baizan
11998b,Marjorie Bullard
11996b,AVSA
11994b,Janet Stromborg
11992b,Hattie Baggett
11991b,Jacobucci
11990b,Baker
11985c,Jim Boyer
11985b,AVSA
11983b,Hortense Pittman
11981b,Nancy Robitaille
1197b,Frank Tinari
11978b,Pam/Keith Kennedy
11975b,Hortense Pittman
11972b,Tea Gallela
11971c,Nancy Schoepflin
11971b,Denise Showalter
11967c,Jess Harman
11967b,June Fallaw
1195b,Marjorie Bullard
11951c,Kay Mitchell
11951b,Steve Covolo
11950c,Sady Garcia
11950b,Christel Collier
11948b,Peggy Bowlin
11944b,Iris Keating
11941c,Joan Baker
11941b,Tea Gallela
1193c,Anatoly Skryabin
1193b,Sue Dompkowski
11932b,Linda Rowe
11925c,Barb Pershing
11925b,Donna Slaga
11924b,Tea Gallela
11921c,Joan Baker
11921b,Linda Bridges
11920c,Hiroko Endo
11920b,Joan Baker
11918c,June Fallaw
11918b,Northern CA Council
11917b,Mildred Schroeder
11916b,AVSA
11914b,Nancy Braun
11903b,AVSA
11902c,Linda Rowe
11902b,Donna Slaga
11901c,Debbie Yeager
11901b,Bluebird Greenhouse
11900b,Burton
11899c,Joan Baker
11899b,AVSA
11895b,Iris Keating
11891b,Paul Sorano
11889b,Iris Keating
11888c,Julie Gordon
11888b,Violet Gallery
11886b,Frank Burton
11875b,June Fallaw
11870b,Christel Collier
11867b,Sandy Weynand
11866c,EvaBritta Thorssell
11866b,Pat Addison
11864b,Deb Nitz
1185c,Northern CA Council
1185b,Belle Sprague
11855b,AVS of Queensland
11845b,Linda Rowe
11844c,Kay Mitchell
11844b,Kay Mitchell
11842b,Marian Moss
11841c,Donna Slaga
11841b,Anatoly Skryabin
11840b,Linda Rowe
11839b,Lynn Canning
11838c,Linda Rowe
11838b,Bill Daniels
11837b,Bill Daniels
11836c,Linda Rowe
11836b,Anatoly Skryabin
11833b,Ray Lavallee
11828b,Cindy Heitkamp
11823c,Tea Gallela
11823b,Paul Thompson
11817c,Violets4You
11817b,AVSA
11814c,Robert Albro
11814b,Sady Garcia
11811b,Iris Keating
11807b,Charles Russell
11804c,Candy Templeton
11804b,Kerstin Nordfors
11800b,Hortense Pittman
11799b,AVSA
11792c,Linda Rowe
11792b,Barb Werness
1178c,Anatoly Skryabin
1178b,Pat Addison
11787b,AVSA
11781c,Anatoly Skryabin
11781b,Anneli Hvass
11780c,Bob Lombard
11780b,Violet Gallery
11778b,Darryl Hoover
11777c,Janet Stromborg
11777b,Jeannie Myers
11775c,Jana Bohunkov�
11775b,Eric Ensley
11774b,Julie Gordon
11773c,Northern CA Council
11773b,Viv Kay
11771c,Tea Gallela
11771b,Linda Rowe
11769c,EvaBritta Thorssell
11769b,Linda Rowe
11768b,Fay Wagman
11766b,AVSA
11765c,Marjorie Bullard
11765b,Marie Flotterud
11764b,AVSA
11763b,Iris Keating
11762c,June Fallaw
11762b,Christel Collier
11761b,Nancy Robitaille
11758b,Hattie Baggett
11755b,AVSA
11747b,AVSA
11744b,Northern CA Council
11742b,Kay Darrow
1173c,Anatoly Skryabin
1173b,Linda Rowe
11737c,Bluebird Greenhouse
11737b,Linda Rowe
11735b,Marie Flotterud
11727b,Irene Fredette
11724b,Iris Keating
11723c,Maria Storozhuk
11723b,Linda Rowe
11714c,Northern CA Council
11714b,Barbara Elkin
1169b,Marie Flotterud
11695b,AVSA
11694b,AVSA
11690b,EvaBritta Thorssell
11689c,Marjorie Bullard
11689b,Steve Covolo
11688c,Anneli Hvass
11688b,Linda Rowe
11683c,Aneta Bernadzik
11683b,K. Chelczynska
11682c,Janet Stromborg
11682b,EvaBritta Thorssell
11681c,Sady Garcia
11681b,Fran Traylor
11679b,AVSA
11677c,Anatoly Skryabin
11677b,Tatiana Omelchenko
11676b,Jim Boyer
11664c,Joan Thompson
11664b,M. Gandolfo
11663b,Bluebird Greenhouse
11654b,EvaBritta Thorssell
11653c,Trina Smith
11653b,Cheryl Stevens
11652b,Deb Nitz
11649c,Cindy Heitkamp
11649b,Steverd
11645b,Jana in Indiana
11644c,Anneli Hvass
11644b,Nancy Robitaille
11640b,Stanley Ko
1163b,Iris Keating
11639b,Kerstin Nordfors
11637c,Donna Slaga
11637b,Byron Borck
11636c,Tatiana Omelchenko
11636b,Barb Werness
11625b,Tatiana Omelchenko
11619b,Iris Keating
11615c,Tea Gallela
11615b,Janine Epperly
1160b,Cheryl Stevens
11608b,Sandy Weynand
1157b,Linda Rowe
11579c,Marjorie Bullard
11579b,Madeleine Gagnon
11573b,AVSA
11570c,Sandy Weynand
11570b,Marjorie Bullard
1156b,Mike Daggett
11560b,AVSA
11557b,Claudia Brelo
11554b,AVSA
11551b,Marie Flotterud
11550b,Wayne Lindstrom
11542b,AVSA
1153c,Janet Riemer
1153b,Linda Rowe
11526c,Jana in Indiana
11526b,Jana in Indiana
11520b,Fay Wagman
11510b,AVSA
11507b,Sandy Weynand
114c,Tea Gallela
114b,Marjorie Bullard
11490b,Wayne Lindstrom
11478b,AVSA
11467b,Wayne Lindstrom
11457b,Linda Rowe
11435b,AVSA
11433b,AVS Denver Chapter I
11429c,Sady Garcia
11429b,Linda Rowe
11421c,Bluebird Greenhouse
11421b,Drew^s Violets
1141b,Francois Black
11416b,Northern CA Council
11413b,AVSA
11408c,Linda Rowe
11408b,MiChelle Foster
11406b,Wayne Discher
1139b,Ray Lavallee
11399c,Linda Rowe
11399b,Janet Stromborg
11395c,Karen Panek
11395b,Sylvia Harrison
11394c,Marjorie Bullard
11394b,Sylvia Harrison
11393c,Nancy Braun
11393b,Sylvia Harrison
11392c,Tea Gallela
11392b,Sylvia Harrison
11391c,David Dick
11391b,Sylvia Harrison
11390c,Byron Borck
11390b,Sylvia Harrison
11389c,Anatoly Skryabin
11389b,Sylvia Harrison
11388c,EvaBritta Thorssell
11388b,Sylvia Harrison
11387c,Aneta Bernadzik
11387b,Sylvia Harrison
11384b,AVSA
11383b,AVSA
11378b,Champion
11376b,Marjorie Bullard
11373b,Joe Abendschan
11370c,Helen Williams
11370b,Hattie Baggett
11368b,AVS Denver Chapter I
11364b,AVSA
11362b,Northern CA Council
11361c,Northern CA Council
11361b,Karen Panek
11359b,Iris Keating
11358b,AVSA
1134c,Barbara Elkin
1134b,Sandy Weynand
11347c,Northern CA Council
11347b,Northern CA Council
11343c,Marjorie Bullard
11343b,Janet Stromborg
11340b,Frank Tinari
11337c,Linda Bridges
11337b,Linda Rowe
11330c,Marjorie Bullard
11330b,Linda Rowe
1132c,Anatoly Skryabin
1132b,Pat Addison
11329b,Paul Thompson
11327c,David Dick
11327b,Janet Stromborg
11322b,Jim Boyer
11316c,Kay Mitchell
11316b,Roger Booth
11313b,Pat Addison
11307b,Marie Flotterud
11303c,Donna Slaga
11303b,EvaBritta Thorssell
11300b,Denise Showalter
11299c,Janet Stromborg
11299b,Fred C Hill
11297c,Toma Kalpak
11297b,Sady Garcia
11282b,Hortense Pittman
11272b,Byron Borck
11268b,Jim Owens
11266b,David Dick
11260c,Joan Baker
11260b,EvaBritta Thorssell
11258c,Elenetta Marshall
11258b,Hattie Baggett
11255b,Iris Keating
11240b,Byron Borck
11239c,Linda Rowe
11239b,Hiroko Endo
11236c,Joan Baker
11236b,Deb Nitz
11232b,AVSA
1122c,Iris Keating
1122b,Viv Kay
11228b,Candy Templeton
11225b,AVSA
11223b,Northern CA Council
11222c,Hattie Baggett
11222b,Anatoly Skryabin
11218b,Paul Sorano
11217c,Karen Low
11217b,M. Gandolfo
11215b,Burton
11214b,Iris Keating
1120b,Iris Keating
11199b,Janet Stromborg
11197b,Linda Nesvacil
11196b,June Fallaw
11195c,Magdalena Jarzembinska
11195b,Magdalena Jarzembinska
1118c,Iris Keating
1118b,Northern CA Council
11188b,AVSA
11170b,Northern CA Council
11169c,Linda Rowe
11169b,Marjorie Bullard
11166b,Barbara Elkin
11165b,Janet Riemer
11159b,Northern CA Council
11158b,June Fallaw
11157c,Barbara Elkin
11157b,Sandy Weynand
11156b,AVSA
11151b,Pat Addison
11148c,Joan Baker
11148b,Pat Addison
11144c,Belinda Thibodeaux
11144b,Lynn Canning
11141b,AVS Denver Chapter I
11140c,Hector Wong
11140b,Joan Baker
1113b,Lynn Canning
11137b,J�rgen J�nsson
11135b,June Fallaw
11133b,Fay Wagman
11125b,Hortense Pittman
11124c,Gennady Komkov
11124b,Donna Slaga
1111b,Hattie Baggett
11119c,Janet Stromborg
11119b,Aleksey Kolodezhny
11114b,Sandy Weynand
11110c,Joan Baker
11110b,EvaBritta Thorssell
1110b,Doug Hamilton
11109c,Sue Dompkowski
11109b,AVSA
11106b,Kerstin Nordfors
11101c,Gennady Komkov
11101b,Anatoly Skryabin
11099b,Northern CA Council
11098b,James Heller
11095b,David Dick
11093b,Karen Panek
11092c,Hector Wong
11092b,Belinda Thibodeaux
1108b,Hortense Pittman
11089b,V. Lorenzen
11088c,Hattie Baggett
11088b,Janet Riemer
11087b,Robin J. Rayburn
11086c,Vicky VanPatten
11086b,Tea Gallela
11082b,AVSA
11078b,Marie Flotterud
11075c,Zdenka Arientov�
11075b,Dolly Yeh
11073c,Heather Fox Slusher
11073b,Nancy Robitaille
1106b,Marjorie Bullard
11068c,EvaBritta Thorssell
11068b,Janet Stromborg
11066b,Iris Keating
11064b,Barbara Elkin
11062b,Barbara Elkin
11057c,Tea Gallela
11057b,Christel Collier
11055c,Anatoly Skryabin
11055b,Christel Collier
11053b,Schroeder
11051b,AVSA
11050b,Christel Collier
11047b,Iris Keating
11043c,Janet Stromborg
11043b,Linda Rowe
11042c,Christel Collier
11042b,EvaBritta Thorssell
1103b,Carl Domiano
11035c,Cheryl Stevens
11035b,Kay Mitchell
11034c,Darryl Hoover
11034b,Christel Collier
11033c,Ann-Marie Keene
11033b,Joyce Myers
11027c,June Fallaw
11027b,TL Wong
11023b,Iris Keating
1101c,Sharon Stilson
1101b,Deb Nitz
11017c,Northern CA Council
11017b,Fay Wagman
11015c,Monika Papezov�
11015b,Janet Stromborg
11014b,Betty Terry
1100c,Kerstin Nordfors
1100b,EvaBritta Thorssell
11003c,Barbara Elkin
11003b,AVSA
11002c,Tea Gallela
11002b,Iris Keating
11000c,Marjorie Bullard
11000b,Byron Borck
1099c,Neil Lipson
1099b,Christel Collier
10999c,Winston J Goretsky
10999b,Marjorie Bullard
10998b,Andrea Worrell
10993b,Bob Lombard
10991c,Karen Panek
10991b,Marjorie Bullard
1098b,Rachel^s Reflections
10989b,Jim Mims
10988c,Bluebird Greenhouse
10988b,Pat Addison
10987b,Nancy Robitaille
10985c,Tea Gallela
10985b,Claudia Brelo
10982c,Shantel Garcia
10982b,Winston J Goretsky
10977c,EvaBritta Thorssell
10977b,Christel Collier
10975b,Nancy Robitaille
10973b,Janet Stromborg
10969b,Marjorie Bullard
10964b,Sandra Leary
10955b,Mrs. John Stout
10954b,AVSA
10953c,Drew^s Violets
10953b,Kpurplerose
10946b,Northern CA Council
10944b,June Fallaw
1093b,Violets4You
10937b,AVSA
10935b,AVSA
10931c,Michaelene Johnson
10931b,Chris Daroche
10924b,AVSA
10923c,Diane Best
10923b,Joan Baker
1091b,Marjorie Bullard
10918b,Mildred Schroeder
10916b,AVSA
10912c,Anatoly Skryabin
10912b,Violet Gallery
10911c,Cynthia Hui
10911b,Bluebird Greenhouse
10909c,David Dick
10909b,Darlene Allen
10908c,Winston J Goretsky
10908b,Barb Werness
10907b,Marjorie Bullard
10906c,Dr Jeff Smith
10906b,Dr. Jeff Smith
10905b,Anneli Hvass
10904c,Nichole Alvarez
10904b,Marjorie Bullard
10903b,Charlotte Lindqvist
10902c,Marjorie Bullard
10902b,Marjorie Bullard
10901c,Marjorie Bullard
10901b,Marjorie Bullard
10900c,Marjorie Bullard
10900b,Marjorie Bullard
108c,Iris Keating
108b,Northern CA Council
1089b,Janice Norton
10899c,Janet Stromborg
10899b,Trina Smith
10898c,AVSA
10898b,Dr Jeff Smith
10897b,Frances Shilliday
10896b,Marjorie Bullard
10895c,Marjorie Bullard
10895b,Tea Gallela
10894c,Marjorie Bullard
10894b,Marjorie Bullard
10892b,AVSA
10891c,Vickie Crider
10891b,Gary/Rhona Thurman
10890b,Susan Kautz
10889c,Trina Smith
10889b,Marjorie Bullard
10888c,AVSA
10888b,Marilyn Greer
10887b,Marjorie Bullard
10886c,Ann-Marie Keene
10886b,Marjorie Bullard
10885c,Marjorie Bullard
10885b,Linda Rowe
10884b,Marjorie Bullard
10883b,Linda Nesvacil
10882c,Dr. Jeff Smith
10882b,Gary/Rhona Thurman
10881b,AVSA
10880c,Ann-Marie Keene
10880b,Marjorie Bullard
10877b,AVSA
10869b,Frank Burton
10867b,C Russell
10863b,Tatiana Omelchenko
10862b,Barb Werness
10859b,EvaBritta Thorssell
10855b,Jim Boyer
10854c,Daisha East
10854b,Trina Smith
10852b,Hattie Baggett
10849c,Carlynn Scott
10849b,Natalia Vygodova
10846c,Hattie Baggett
10846b,Lynda Berggren
10844b,Joan Baker
10840b,Linda Rowe
10838b,Joe Abendschan
10837b,Janet Stromborg
10834b,Iris Keating
10831b,Tea Gallela
10830c,Iris Keating
10830b,Northern CA Council
1081c,Tea Gallela
1081b,Nancy Schoepflin
10814b,AVSA
10810b,Cheryl Johnston
10808b,V. Lorenzen
10807b,Vicki Carr
10802b,AVSA
10801b,Angelika Dibley
10795b,Hortense Pittman
10794c,Marjorie Bullard
10794b,Donna Slaga
10793c,Tammy Turner
10793b,George Gay
1078c,Drew^s Violets
1078b,Karen Low
10787b,Lynda Berggren
10786b,Iris Keating
10784b,AVSA
10772c,Anatoly Skryabin
10772b,Rachel^s Reflections
10768c,Donna Slaga
10768b,Tea Gallela
10766c,Fred C Hill
10766b,Sady Garcia
10765b,AVSA
10761c,AVSA
10761b,Pat Addison
1075b,Hortense Pittman
10751b,Clifford Hill
10746c,Tea Gallela
10746b,Eric Ensley
10745c,Barb Werness
10745b,Lenka Vitov�
10742c,Tea Gallela
10742b,Joan Baker
10740b,Valerie Despres
10738c,Joan Baker
10738b,Joan Baker
10727c,Linda Rowe
10727b,Champion
10719c,Janet Stromborg
10719b,Tatiana Omelchenko
10718c,Karen Panek
10718b,Joan Baker
10709b,Phyllis King
10708b,Iris Keating
10707b,James Rhoades
10706b,Nancy Robitaille
10696b,Aleksandrowicz
10695b,Bob Lombard
1066c,Belinda Thibodeaux
1066b,Neil Lipson
10669b,Violet Showcase
10666b,AVSA
10660b,AVSA
1065c,Donna Slaga
1065b,Belinda Thibodeaux
10658c,Janet Stromborg
10658b,Cindy Schott
10656b,Sandy Weynand
10649b,Ronn Nadeau
10648c,Northern CA Council
10648b,Northern CA Council
10643b,Ronn Nadeau
10631c,Anneli Hvass
10631b,EvaBritta Thorssell
10630c,Anatoly Skryabin
10630b,Elenetta Marshall
10629c,Sady Garcia
10629b,Violet Gallery
10622c,Sady Garcia
10622b,EvaBritta Thorssell
10621c,Christel Collier
10621b,Cheryl Stevens
1061c,Joan Baker
1061b,Charles Russell
10617c,Byron Borck
10617b,Alcie Maxwell
10615c,Drew^s Violets
10615b,Kay Mitchell
10613c,Marjorie Bullard
10613b,Marjorie Bullard
10612b,John & Mary Beazley
10611b,Fay Wagman
10608b,Sandy Weynand
10605b,Marjorie Bullard
10603b,Byron Borck
10597c,Linda Rowe
10597b,Joyce Myers
10594b,Michele Larick
10593b,AVSA
10592c,Tatiana Omelchenko
10592b,Nancy Schoepflin
10591c,Janet Stromborg
10591b,Janet Stromborg
10590b,Pat Addison
10589b,Eric Ensley
10588c,Tatiana Omelchenko
10588b,Marjorie Bullard
10587c,Julie Gordon
10587b,Janet Stromborg
10586c,Sady Garcia
10586b,Violet Gallery
10584c,Trina Smith
10584b,Lenny Winter
10582c,Sady Garcia
10582b,Barb Werness
10581c,Barb Werness
10581b,Ann-Marie Keene
10580c,Janet Stromborg
10580b,Nancy Schoepflin
1057b,Iris Keating
10578c,Barb Werness
10578b,Marjorie Bullard
10577b,Hector Wong
10575c,Anatoly Skryabin
10575b,Stanley Ko
10574c,Tea Gallela
10574b,Hector Wong
10573c,Cynthia Hui
10573b,Sady Garcia
10572c,Barb Werness
10572b,Barb Werness
10571c,Eric Ensley
10571b,Hector Wong
10570c,Sady Garcia
10570b,Gary/Rhona Thurman
10569b,AVSA
10568c,Barb Werness
10568b,Marjorie Bullard
10567c,Joan Thompson
10567b,Neil Lipson
10566c,Shantel Garcia
10566b,Karen Panek
10564c,Lynn Canning
10564b,Ann-Marie Keene
10563c,Tea Gallela
10563b,Richard Follett
10562c,Lynda Berggren
10562b,Roni Williams
10560c,Roxanne Shrewsbury
10560b,Barb Werness
10557c,Anatoly Skryabin
10557b,Joyce Myers
10556b,Eric Ensley
10555c,Cynthia Hui
10555b,AVSA
10554b,Zdenka Arientov�
10553c,Daemon Baizan
10553b,Barb Werness
10552b,Sady Garcia
10551c,Joe Bruns
10551b,Joan Thompson
10550c,Northern CA Council
10550b,Roni Williams
10549c,Marjorie Bullard
10549b,Christel Collier
10548c,Janet Stromborg
10548b,Carlynn Scott
10547c,Linda Rowe
10547b,Nancy Schoepflin
10546c,Marjorie Bullard
10546b,Christel Collier
10545c,Julie Gordon
10545b,Jana Bohunkov�
10543c,Marjorie Bullard
10543b,Barb Werness
10542c,Vickie Crider
10542b,Cheryl Stevens
10541c,Christel Collier
10541b,Viv Kay
10540c,Ann-Marie Keene
10540b,Terry Studer
10539c,Claudia Brelo
10539b,Janet Stromborg
10538b,Fay Wagman
10537c,Nancy Robitaille
10537b,Marjorie Bullard
10536c,Anatoly Skryabin
10536b,Violet Foo Wan Yee
10535c,Hector Wong
10535b,AVSA
10534c,Violet Gallery
10534b,Marjorie Bullard
10533c,Julie Milham
10533b,AVSA
10532c,Sady Garcia
10532b,Marjorie Bullard
10531c,Anatoly Skryabin
10531b,Pat Addison
10530c,Agnetha Widell
10530b,Agnetha Widell
10529c,Jana in Indiana
10529b,Eric Ensley
10528c,Cindy Schott
10528b,Jana Bohunkov�
10525c,Phyllis King
10525b,Robin J. Rayburn
10524c,Marjorie Bullard
10524b,Janet Stromborg
10521c,EvaBritta Thorssell
10521b,Janet Stromborg
10520c,Marjorie Bullard
10520b,Christel Collier
1051b,Hortense Pittman
10519c,Cheryl Stevens
10519b,Pat Addison
10518b,Winston J Goretsky
10517c,Belinda Thibodeaux
10517b,Nancy Braun
10514c,Eric Ensley
10514b,AVSA
10513b,Ralph Robinson
10512c,Marjorie Bullard
10512b,Nancy Schoepflin
10511b,Janice Norton
10509b,Iris Keating
10507c,Linda Rowe
10507b,Marjorie Bullard
10506c,Marjorie Bullard
10506b,Christel Collier
10505c,Maria Storozhuk
10505b,Anatoly Skryabin
10504b,Fred C Hill
10502c,Linda Rowe
10502b,Tea Gallela
10500b,Hector Wong
104b,Tatiana Omelchenko
10499c,Joan Thompson
10499b,Pat Addison
10498c,Anatoly Skryabin
10498b,Sharon Stilson
10497c,Linda Rowe
10497b,Belinda Thibodeaux
10496c,Joan Thompson
10496b,Pat Addison
10495c,Marjorie Bullard
10495b,Sady Garcia
10494c,Ann-Marie Keene
10494b,T.L. Wong
10493c,Jeannie Myers
10493b,Toni Weidman
10492c,Marjorie Bullard
10492b,MiChelle Foster
10491c,Anatoly Skryabin
10491b,Sue Dompkowski
10489c,Marjorie Bullard
10489b,Ann-Marie Keene
10488b,Richard Follett
10487c,Neil Lipson
10487b,Marjorie Bullard
10486b,Eric Ensley
10485c,Janet Stromborg
10485b,Joan Thompson
10484c,Hiroko Endo
10484b,Jana Bohunkov�
10483b,Jana Bohunkov�
10482c,Joan Thompson
10482b,Marjorie Bullard
10481c,Barb Werness
10481b,Barb Werness
10480b,Kpurplerose
10479c,Eric Ensley
10479b,Robin Murray
10478c,Anatoly Skryabin
10478b,Barb Werness
10477c,Karen Panek
10477b,Janet Stromborg
10476c,Marjorie Bullard
10476b,Sady Garcia
10475b,Iris Keating
10474c,Christel Collier
10474b,Tatiana Omelchenko
10473c,Viv Kay
10473b,Marjorie Bullard
10472c,Belinda Thibodeaux
10472b,Karen Panek
10471b,Janet Stromborg
10470c,Pat Addison
10470b,Elenetta Marshall
1046b,Frances Shilliday
10469c,AVSA
10469b,Anatoly Skryabin
10468c,Anatoly Skryabin
10468b,Violet Gallery
10467c,Joan Thompson
10467b,Lenny Winter
10465c,Janine Epperly
10465b,Robin J. Rayburn
10464c,Mary Mostafa
10464b,Christel Collier
10463c,Hector Wong
10463b,Tatiana Omelchenko
10462c,EvaBritta Thorssell
10462b,Lenny Winter
10461c,Karen Low
10461b,Cheryl Stevens
10460c,Janet Stromborg
10460b,Elenetta Marshall
10458c,Barb Werness
10458b,Neil Lipson
10457c,Robin J. Rayburn
10457b,Janice Norton
10456c,AVSA
10456b,Ann-Marie Keene
10455c,Fred C Hill
10455b,Christel Collier
10454c,Sady Garcia
10454b,Jana Bohunkov�
10453c,Janet Stromborg
10453b,AVSA
10452c,Belinda Thibodeaux
10452b,Barb Werness
10451c,Marjorie Bullard
10451b,Fred C Hill
1044c,Barbara Elkin
1044b,Sandy Weynand
10449c,Tatiana Omelchenko
10449b,Barb Werness
10448c,Christel Collier
10448b,AVSA
10445c,Barb Werness
10445b,Marjorie Bullard
10444c,Morgan Seaborn
10444b,Tatiana Omelchenko
10442c,Hector Wong
10442b,Ralph Robinson
10441b,Marjorie Bullard
10440c,M. Gandolfo
10440b,Barb Werness
10438c,Sady Garcia
10438b,Winston J Goretsky
10437c,Debbie Yeager
10437b,Nancy Schoepflin
10436b,Jana Bohunkov�
10435b,Ralph Robinson
10434c,Germain Raymond
10434b,Marjorie Bullard
10433c,Cynthia Hui
10433b,Neil Lipson
10432c,Tea Gallela
10432b,Stanley Ko
10430c,Tatiana Omelchenko
10430b,Anneli Hvass
10429c,Ann-Marie Keene
10429b,EvaBritta Thorssell
10428c,Linda Rowe
10428b,Tatiana Omelchenko
10425c,Natalia Vygodova
10425b,Tatiana Omelchenko
10424b,Sady Garcia
10423b,Fay Wagman
10422b,Viv Kay
10421c,George Maksim
10421b,Joan Thompson
10420c,Kay Mitchell
10420b,Kay Mitchell
10419b,Janet Stromborg
10417c,Ann-Marie Keene
10417b,Marjorie Bullard
10416c,EvaBritta Thorssell
10416b,Diane Best
10415c,Neil Lipson
10415b,Violet Foo Wan Yee
10413c,Christel Collier
10413b,Janet Stromborg
10412c,Belinda Thibodeaux
10412b,Tatiana Omelchenko
10411c,Barb Werness
10411b,Ann-Marie Keene
10410c,Barb Werness
10410b,Barb Werness
10409c,Joan Thompson
10409b,Daisha East
10408c,Robert Albro
10408b,AVSA
10407c,Marjorie Bullard
10407b,Joan Thompson
10406b,Eric Ensley
10405b,Iris Keating
10403b,Iris Keating
10402c,Anatoly Skryabin
10402b,Sady Garcia
10401c,Sady Garcia
10401b,Marjorie Bullard
10400b,Ralph Robinson
10399c,Neil Lipson
10399b,Nancy Robitaille
10398c,Anneli Hvass
10398b,Marjorie Bullard
10397c,Amy Allison
10397b,Richard Follett
10396c,Tea Gallela
10396b,Michiya Akuzawa
10395c,Christel Collier
10395b,Christel Collier
10394c,Jana in Indiana
10394b,AVSA
10393c,Linda Bridges
10393b,Barb Werness
10392c,Hector Wong
10392b,Bob Lombard
10391c,Tammy Turner
10391b,Stanley Ko
1038c,Chris Daroche
1038b,Carol Vaughn
10376c,Montreal Saintpaulia
10376b,Nancy Robitaille
10373b,Christel Collier
10370c,Tea Gallela
10370b,Nancy Braun
1036c,Renata Rejdych
1036b,Sandy Weynand
10366b,Sandra Williams
1035c,Northern CA Council
1035b,Northern CA Council
10359b,Scott Axton
10358c,Ksenia Dudareva
10358b,Janet Stromborg
10355b,Pat Addison
10350b,Kolb Greenhouses
10348b,Champion
10339b,AVSA
10332b,Candy Templeton
1032b,Frank Tinari
10329b,AVSA
10322c,Karen Low
10322b,Tammy Turner
10313c,Candy Templeton
10313b,Candy Templeton
10303b,Hortense Pittman
10298b,AVSA
10289c,Barb Pershing
10289b,Aleksey Kolodezhny
10287c,Jana in Indiana
10287b,Terry Studer
10286c,Janet Stromborg
10286b,Holtkamp
10285b,Neil Lipson
10284c,Neil Lipson
10284b,Marjorie Bullard
10282b,Joyce Myers
10280b,Jana in Indiana
10279b,Trina Smith
10278b,Marjorie Bullard
10277b,Janet Stromborg
10274b,AVSA
10273b,Christel Collier
10272c,Marjorie Bullard
10272b,Sue Dompkowski
10271b,Marjorie Bullard
10268c,Marian Moss
10268b,Kay Mitchell
10267b,Peggy Barber
10266c,Joyce Myers
10266b,Janet Stromborg
10263c,Chris Daroche
10263b,Optimara
10262c,Doreen Ulrich
